Subject Number,Gender,Nice_Mean,Test Date,Age,Age Category,Ethnicity,Usable_Final_Sally,Exclusion_Criteria_Sally,Where will Sally look?,Where does Sally think her ball is?,Should Anne and Sally be friends?,Is Anne a nice girl or not a nice girl,Is Sally a nice girl or not a nice girl?,Order of think and look asked,1: look asked first; 2: think asked first 
1510,F,Mean,3/29/14,4.194961665,four,Polish ,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1511,F,Nice,3/29/14,4.759470561,four,Caucasian ,1,,Closet,Closet,Yes,Nice,Nice,Look 1st asked,1
1512,F,Nice,3/29/14,4.200438116,four,Caucasian,1,,Closet,Closet,Yes,Mean,Nice,Look 1st asked,1
1513,M,Mean,4/4/14,4.652670014,four,Caucasian,1,,Closet,Basket,Yes,Mean,Nice,Think 1st asked,2
1514,M,Nice,4/4/14,4.014238773,four,Italian,1,,Closet,Basket,Yes,Nice,Nice,Think 1st asked,2
1515,M,Mean,4/4/14,4.014238773,four,Italian ,1,,Basket,Basket,Yes,Mean,Nice,Think 1st asked,2
1516,M,Nice,4/4/14,3.463855422,three,Caucasian,1,,Basket,Closet,Yes,Mean,Nice,Think 1st asked,2
1517,F,Mean,4/4/14,5.3957763,five,Caucasian ,1,,Basket,Basket,No,Mean,Nice,Think 1st asked,2
1518,F,Nice,4/4/14,3.838992333,three,Caucasian,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1519,F,Nice,4/5/14,4.37608398,four,Caucasian ,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1520,F,Nice,4/5/14,5.494329292,five,Caucasian ,1,,Closet,Basket,Yes,Nice,Nice,Think 1st asked,2
1521,M,Nice,4/5/14,4.238773275,four,Caucasian ,1,,Closet,Closet,No,Nice,Nice,Think 1st asked,2
1522,M,Mean,4/5/14,4.069003286,four,Caucasian ,1,,Closet,Closet,Yes,Mean,Mean,Think 1st asked,2
1523,M,Mean,4/5/14,3.241615332,three,Caucasian,1,,Closet,Basket,No,No answer,No answer,Think 1st asked,2
1524,M,Mean,4/5/14,3.71577218,three,1/2 Korean 1/2 Caucasian ,1,,Basket,Closet,Yes,Mean,Mean,Think 1st asked,2
1525,F,Mean,4/5/14,4.411684162,four,Caucasian ,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1526,F,Nice,4/5/14,4.406207211,four,1/4 Chinese 3/4 Caucasian ,1,,Closet,Basket,Yes,Nice,Nice,Think 1st asked,2
1527,M,Mean,8/22/14,5.205842081,five,Caucasian,1,,Closet,Basket,No,Mean,Nice,Think 1st asked,2
1528,M,Mean,8/22/14,4.121029573,four,Caucasian,0,"No comments, so exclude to be safe",Basket,Basket,Yes,No answer,No answer,Think 1st asked,2
1529,F,Mean,8/22/14,4.677316294,four,Caucasian,1,,Basket,Closet,Yes,Mean,Mean,Think 1st asked,2
1530,M,Mean,8/22/14,5.320858056,five,1/2 East Asian 1/2 Caucasian,1,,Basket,Closet,Yes,Mean,Nice,Think 1st asked,2
1531,F,Mean,8/22/14,3.929353779,three,1/2 East Asian 1/2 Caucasian,1,,Basket,Closet,Yes,Mean,Mean,Think 1st asked,2
1532,M,Mean,8/22/14,4.241511501,four,Korean,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1533,M,Mean,8/22/14,5.869378178,five,Caucasian,1,,Closet,Closet,No,Mean,Nice,Think 1st asked,2
1534,F,Nice,8/22/14,4.701962574,four,Caucasian,1,,Closet,Basket,Yes,Nice,Nice,Think 1st asked,2
1535,F,Nice,8/22/14,4.345564074,four,Indian,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1536,M,Nice,8/22/14,5.531720675,five,Caucasian,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1537,M,Mean,8/23/14,5.548151529,five,Mixed ,1,,Basket,Closet,Yes,Mean,Nice,Look 1st asked,1
1538,F,Mean,8/23/14,4.721131903,four,Middle Eastern,0,experimenter error,Basket,Basket,Yes,Mean,Nice,Look 1st asked,1
1539,F,Mean,8/23/14,5.781775518,five,White,1,,Basket,Basket,Yes,Mean,Mean,Look 1st asked,1
1540,M,Mean,8/23/14,4.107338445,four,East Asian,1,,Closet,Closet,No,Mean,Nice,Look 1st asked,1
1541,M,Mean,8/23/14,4.227820372,four,Aboriginal ,0,experimenter error,Basket,Basket,Yes,Nice,Nice,Look 1st asked,1
1542,M,Nice,8/23/14,5.131903241,five,Asian,1,,Basket,Closet,Yes,Nice,Nice,Look 1st asked,1
1543,F,Nice,8/23/14,5.08261068,five,Asian,1,,Basket,Basket,Yes,Nice,Nice,Look 1st asked,1
1544,F,Mean,8/23/14,5.633044272,five,Mixed,1,,Basket,Closet,Yes,Mean,Nice,Look 1st asked,1
1545,F,Nice,8/23/14,4.904609767,four,Mixed ,0,experimenter error,Basket,Basket,Yes,Nice,Nice,Look 1st asked,1
1546,M,Nice,8/24/14,4.140197152,four,East Asian ,0,language issues,Basket,Closet,Yes,No answer,No answer,Look 1st asked,1
1547,M,Nice,8/24/14,4.912825194,four,East Asian ,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1548,M,Mean,8/24/14,4.263417306,four,White,1,,Closet,Closet,Yes,Mean,Nice,Look 1st asked,1
1549,M,Mean,8/24/14,5.476951164,five,White,0,did not complete task,Closet,,,,,Look 1st asked,1
1550,M,Mean,8/24/14,5.874853344,five,White,1,,Basket,Basket,Yes,Mean,Nice,Look 1st asked,1
1551,F,Mean,8/24/14,4.66088544,four,White,1,,Basket,Closet,No,Mean,Nice,Look 1st asked,1
1552,M,Nice,8/24/14,4.781378366,four,Mixed ,1,,Basket,Basket,No,Mean,Nice,Look 1st asked,1
1553,M,Mean,8/24/14,4.970333181,four,Middle Eastern,1,,Closet,Closet,Yes,Nice,Nice,Look 1st asked,1
1554,M,Nice,8/26/14,4.307228916,four,White,1,,Closet,Closet,Yes,Nice,Nice,Look 1st asked,1
1555,M,Mean,8/26/14,5.022364217,five,East Asian,1,,Closet,Basket,No,Mean,Nice,Look 1st asked,1
1556,F,Nice,8/26/14,4.364731654,four,Aboriginal ,1,,Closet,Closet,Yes,Nice,Nice,Look 1st asked,1
1557,M,Mean,8/26/14,4.948425377,four,Asian,1,,Basket,Basket,Yes,Mean,Nice,Look 1st asked,1
1558,M,Nice,8/26/14,5.691435276,five,Asian,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1559,F,Nice,8/26/14,5.537197627,five,Mixed,1,,Closet,Closet,Yes,Nice,Nice,Look 1st asked,1
1560,M,Nice,8/26/14,5.350981287,five,Mixed ,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1561,M,Nice,8/26/14,4.205914567,four,Middle Eastern,1,,Closet,Closet,Yes,Nice,Nice,Look 1st asked,1
1562,F,Mean,9/6/14,4.211391019,four,White,1,,Closet,Closet,Yes,Nice,Nice,Look 1st asked,1
1563,M,Mean,9/6/14,5.64673665,five,East Asian,1,,Closet,Closet,Yes,Mean,Nice,Look 1st asked,1
1564,F,Nice,9/6/14,5.716073524,five,Aboriginal ,1,,Basket,Basket,Yes,Nice,Nice,Look 1st asked,1
1565,M,Nice,9/6/14,5.350981287,five,Asian,1,,Basket,Basket,Yes,Nice,Nice,Look 1st asked,1
1566,F,Mean,9/6/14,5.899491592,five,Asian,1,,Closet,Basket,Yes,Mean,Nice,Look 1st asked,1
1567,M,Mean,9/6/14,5.214057508,five,Mixed,1,,Closet,Basket,Yes,Mean,Nice,Look 1st asked,1
1568,M,Mean,9/6/14,4.375684556,four,Mixed ,1,,Closet,Closet,Yes,Mean,Nice,Look 1st asked,1
1569,M,Nice,9/6/14,5.485166591,five,East Asian ,1,,Basket,Basket,Yes,Nice,Nice,Look 1st asked,1
1570,F,Mean,9/10/14,5.361935189,five,East Asian ,1,,Closet,Basket,Yes,Mean,Nice,Look 1st asked,1
1571,M,Mean,9/10/14,5.638521223,five,White,1,,Closet,Closet,Yes,Mean,Nice,Look 1st asked,1
1572,M,Nice,9/10/14,5.67138293,five,White,1,,Closet,Closet,Yes,Nice,Nice,Look 1st asked,1
1573,F,Nice,9/10/14,4.353778751,four,White,1,,Closet,Closet,Yes,Nice,Nice,Look 1st asked,1
1574,F,Mean,9/12/14,4.649507119,four,White,1,,Basket,Basket,No,Mean,Nice,Look 1st asked,1
1575,M,Nice,9/12/14,4.548192771,four,Mixed ,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1576,M,Mean,9/12/14,5.795463434,five,East Asian,1,,Basket,Basket,No,Mean,Nice,Look 1st asked,1
1577,M,Nice,9/12/14,4.184008762,four,White,1,,Closet,Closet,Yes,Nice,Nice,Look 1st asked,1
1578,M,Mean,9/17/14,4.825193975,four,Asian,1,,Basket,Basket,Yes,Mean,Nice,Look 1st asked,1
1579,F,Nice,9/17/14,4.945686901,four,Mixed,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1580,M,Nice,9/17/14,4.460569551,four,Mixed ,1,,Basket,Basket,Yes,Nice,Nice,Look 1st asked,1
1581,M,Mean,9/17/14,5.839264763,five,Middle Eastern,1,,Basket,Basket,Yes,Mean,Nice,Look 1st asked,1
1582,F,Nice,9/17/14,5.115472387,five,White,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1583,F,Mean,9/19/14,4.899132816,four,East Asian,1,,Closet,Basket,Yes,Mean,Nice,Look 1st asked,1
1584,M,Mean,9/19/14,5.449566408,five,Aboriginal ,1,,Basket,Basket,Yes,Mean,Nice,Look 1st asked,1
1585,F,Mean,9/19/14,5.608397992,five,Asian,1,,Closet,Basket,Yes,Mean,Nice,Look 1st asked,1
1586,F,Nice,9/19/14,5.57827476,five,Asian,1,,Basket,Basket,Yes,Nice,Nice,Look 1st asked,1
1587,F,Nice,9/19/14,5.285257873,five,Mixed,1,,Basket,Basket,No,Mean,Nice,Look 1st asked,1
1588,M,Nice,9/19/14,5.619351894,five,Mixed ,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1589,F,Mean,9/19/14,4.170317634,four,East Asian ,1,,Closet,Closet,Yes,Nice,Nice,Look 1st asked,1
1590,M,Nice,9/27/14,5.734367869,five,White,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1591,M,Mean,9/27/14,4.792332268,four,Hispanic,1,,Closet,Closet,Yes,Nice,Nice,Look 1st asked,1
1592,F,Mean,9/27/14,5.320858056,five,White,1,,Closet,Closet,No,Mean,Mean,Look 1st asked,1
1593,F,Nice,9/27/14,5.597444089,five,East Asian,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1594,M,Mean,9/27/14,5.019625742,five,East Asian,1,,Closet,Basket,Yes,Mean,Nice,Look 1st asked,1
1595,M,Nice,10/4/14,5.047010497,five,Mixed ,0,interference by others,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1596,M,Nice,10/4/14,5.331811958,five,White,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1597,M,Mean,10/4/14,5.123687814,five,White,1,,Closet,Closet,Yes,Mean,Nice,Look 1st asked,1
1598,F,Mean,10/4/14,5.493382017,five,East Asian,1,,Closet,Basket,No,Mean,Nice,Look 1st asked,1
1599,F,Nice,10/4/14,5.241442264,five,White,1,,Basket,Basket,Yes,Nice,Nice,Look 1st asked,1
1600,F,Mean,10/5/14,5.597444089,five,Hispanic,1,,Basket,Basket,Yes,Mean,Nice,Look 1st asked,1
1601,F,Nice,10/5/14,5.000456413,five,White,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1602,F,Mean,10/5/14,5.34276586,five,White,1,,Closet,Basket,No,Mean,Nice,Look 1st asked,1
1603,F,Nice,10/26/14,5.92412984,five,White ,1,,Basket,Basket,Yes,Nice,Nice,Look 1st asked,1
1604,F,Nice,10/26/14,4.507119387,four,South Asian ,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1605,M,Nice,10/26/14,4.772727273,four,Middle Eastern ,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1606,M,Mean,10/26/14,4.89639434,four,White,1,,Closet,Basket,Yes,Mean,Nice,Look 1st asked,1
1607,F,Nice,11/2/14,4.394852136,four,White,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1608,M,Mean,11/2/14,5.140118667,five,East Asian ,1,,Closet,Basket,Yes,Mean,Mean,Look 1st asked,1
1609,M,Nice,11/2/14,5.375627567,five,Mixed,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1610,F,Mean,11/2/14,4.252464403,four,Mixed,1,,Closet,Basket,Yes,Mean,Nice,Look 1st asked,1
1611,M,Nice,11/2/14,4.252464403,four,Mixed,1,,Closet,Closet,Yes,Nice,Mean,Look 1st asked,1
1612,F,Mean,11/5/14,4.641292442,four,White,1,,Basket,Basket,Yes,Mean,Nice,Look 1st asked,1
1613,F,Nice,11/5/14,4.822015334,four,Mixed,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1614,F,Nice,11/7/14,4.296276013,four,Hispanic/other,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1615,F,Mean,11/7/14,4.84939759,four,Mixed,1,,Basket,Basket,Does not know,Mean,Nice,Look 1st asked,1
1616,F,Mean,11/7/14,4.545454545,four,White,1,,Closet,Closet,No,Mean,Nice,Look 1st asked,1
1617,F,Nice,11/7/14,4.471522453,four,East Asian,1,,Closet,Closet,Yes,Nice,Nice,Look 1st asked,1
1618,F,Mean,11/12/14,4.460569551,four,White,1,,Closet,Basket,No,Nice,Nice,Look 1st asked,1
1619,M,Mean,11/12/14,4.802847755,four,White,1,,Basket,Basket,Yes,Mean,Nice,Look 1st asked,1
1620,F,Nice,11/16/14,4.91556367,four,White,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1621,F,Mean,11/16/14,4.279846659,four,Mixed,1,,Basket,Basket,Yes,Mean,Nice,Look 1st asked,1
1622,F,Nice,11/16/14,4.12924425,four,Mixed,1,,Basket,Basket,Yes,Nice,Mean,Look 1st asked,1
1623,F,Nice,11/16/14,5.73984482,five,White,1,,Basket,Basket,Yes,Nice,Nice,Look 1st asked,1
1624,F,Mean,11/19/14,4.181270537,four,White,1,,Basket,Basket,Yes,Mean,Nice,Look 1st asked,1
1625,M,Nice,11/19/14,4.036144578,four,East Asian,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1626,M,Nice,11/19/14,4.077217963,four,Mixed,1,,Closet,Closet,Yes,Nice,Nice,Look 1st asked,1
1627,M,Mean,11/19/14,4.263417306,four,Mixed,1,,Closet,Closet,Yes,Nice,Nice,Look 1st asked,1
1628,M,Nice,11/21/14,5.0579644,five,White,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1629,M,Mean,11/21/14,4.036144578,four,East Asian,1,,Closet,Closet,No,Mean,Nice,Look 1st asked,1
1630,M,Mean,11/21/14,5.446827932,five,White,1,,Basket,Basket,Yes,Mean,Nice,Look 1st asked,1
1631,F,Nice,11/21/14,4.39211391,four,White,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1632,F,Mean,11/21/14,4.39211391,four,White,1,,Basket,Closet,Yes,Mean,Nice,Look 1st asked,1
1633,M,Mean,11/26/14,5.222272935,five,East Asian ,1,,Closet,Basket,No,Mean,Nice,Look 1st asked,1
1634,M,Nice,11/26/14,4.764512596,four,White,1,,Basket,Basket,Yes,Nice,Nice,Look 1st asked,1
1635,M,Mean,11/30/14,4.003285871,four,White,1,,Closet,Closet,Yes,Mean,Nice,Look 1st asked,1
1636,F,Nice,11/30/14,4.918302145,four,East Asian ,0,language issues,Closet,Closet,Yes,Nice,Nice,Look 1st asked,1
1637,F,Nice,11/30/14,4.463307777,four,East Asian ,1,,Closet,Closet,Yes,Nice,Mean,Look 1st asked,1
1638,M,Mean,11/30/14,4.802847755,four,Middle Eastern ,1,,Closet,Closet,Yes,Mean,Nice,Look 1st asked,1
1639,F,Nice,12/3/14,4.635815991,four,White,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1640,F,Mean,12/3/14,4.397590361,four,White,1,,Basket,Basket,No answer,No answer,Nice,Look 1st asked,1
1641,F,Nice,12/10/14,4.518072289,four,Mixed,1,,Closet,Basket,Yes,Nice,Nice,Think 1st asked,2
1642,M,Nice,12/10/14,4.720700986,four,White,1,,Closet,Closet,Yes,Nice,Nice,Think 1st asked,2
1643,M,Nice,12/10/14,5.496120493,five,White,1,,Closet,Closet,Yes,Nice,Mean,Think 1st asked,2
1644,M,Mean,12/10/14,4.676889376,four,White,1,,Basket,Basket,Yes,Mean,Nice,Think 1st asked,2
1645,F,Mean,12/10/14,4.3483023,four,White,1,,Basket,Basket,Yes,Mean,Nice,Think 1st asked,2
1646,F,Nice,12/13/14,4.296276013,four,White,1,,Closet,Closet,Yes,Nice,Nice,Look 1st asked,1
1647,F,Mean,12/13/14,4.414019715,four,White,1,,Closet,Closet,No,Mean,Nice,Think 1st asked,2
1648,M,Nice,12/13/14,4.000547645,four,White,1,,Closet,Basket,Yes,Nice,Nice,Think 1st asked,2
1649,M,Mean,12/13/14,5.720675491,five,White,1,,Basket,Basket,No,Mean,Nice,Look 1st asked,1
1650,M,Mean,12/13/14,4.685104053,four,White ,1,,Basket,Basket,Yes,Mean,Nice,Look 1st asked,1
1651,M,Nice,12/13/14,4.383899233,four,White ,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1652,M,Mean,3/7/15,4.452761296,four,White,1,,Closet,Basket,Yes,Mean,Nice,Look 1st asked,1
1653,M,Mean,3/7/15,4.91556367,four,Middle Eastern ,1,,Closet,Closet,No,Mean,Nice,Look 1st asked,1
1654,M,Nice,3/7/15,4.159364732,four,White,0,Did not pay attention,Basket,Closet,No,Mean,Mean,Look 1st asked,1
1655,M,Nice,3/7/15,4.904609767,four,,1,,Closet,Closet,No,Mean,Nice,Look 1st asked,1
1656,F,Nice,3/13/15,4.91556367,four,White,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1657,F,Nice,3/13/15,4.786855317,four,White,1,,Closet,Basket,Yes,Nice,Mean,Look 1st asked,1
1658,M,Mean,3/13/15,4.389776358,four,White ,1,,Basket,Basket,Yes,Mean,Nice,Look 1st asked,1
1659,F,Mean,3/13/15,5.660798122,five,White,1,,Basket,Basket,Yes,Mean,Nice,Look 1st asked,1
1660,F,Mean,3/13/15,4.997717937,four,Mixed,1,,Closet,Basket,No,Mean,Nice,Look 1st asked,1
1661,F,Nice,3/28/15,4.652670014,four,White,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1662,M,Nice,3/28/15,5.819640063,five,Mixed,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1663,F,Mean,3/28/15,4.433591967,four,Middle Eastern ,1,,Basket,Basket,Yes,Mean,Nice,Look 1st asked,1
1664,F,Mean,3/28/15,5.997652582,five,White,1,,Basket,Basket,Yes,Mean,Nice,Look 1st asked,1
1665,F,Nice,3/28/15,4.507530808,four,White,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1666,F,Mean,3/28/15,4.181270537,four,White ,1,,Closet,Closet,Yes,Mean,Nice,Look 1st asked,1
1667,F,Nice,3/28/15,5.381455399,five,White,1,,Basket,Basket,Yes,Nice,Nice,Look 1st asked,1
1668,F,Nice,3/28/15,4.513007759,four,White,1,,Basket,Basket,Yes,Nice,Nice,Look 1st asked,1
1669,F,Mean,3/28/15,4.515746235,four,White,1,,Basket,Basket,Yes,Mean,Nice,Look 1st asked,1
1670,M,Nice,3/28/15,4.389776358,four,White ,1,,Closet,Closet,Yes,Nice,Nice,Look 1st asked,1
1671,M,Mean,3/28/15,4.712916476,four,White ,1,,Basket,Closet,Yes,Mean,Nice,Look 1st asked,1
1672,M,Mean,4/11/15,4.784116842,four,East Asian,1,,Basket,Closet,No,Mean,Nice,Look 1st asked,1
1673,M,Nice,4/11/15,4.06626506,four,East Asian,1,,Closet,Closet,Yes,Mean,Mean,Look 1st asked,1
1674,M,Mean,4/11/15,4.548607942,four,White,1,,Basket,Basket,Yes,Nice,Nice,Look 1st asked,1
1675,M,Nice,4/18/15,4.608854404,four,White,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1
1676,M,Mean,4/18/15,4.701962574,four,East Asian,1,,Closet,Closet,Yes,Nice,Nice,Look 1st asked,1
1677,M,Nice,4/18/15,4.608854404,four,White,1,,Closet,Closet,Yes,Nice,,Look 1st asked,1
1678,M,Mean,9/12/14,4.981287084,four,Middle Eastern,1,,Closet,Basket,Yes,Mean,Nice,Look 1st asked,1
1679,M,Nice,9/12/14,5.926867423,five,Aboriginal ,1,,Closet,Basket,Yes,Nice,Nice,Look 1st asked,1